ReportSystemID;Sprachkenner;ReportKlasse;Bezeichnung;Sortierung;ObjektTyp;ObjektName;Datenquelle;VBG;VB;ET;ParaFilter;ParaAnsicht;ParaMitLogo;ParaKommentar;ParaDoku;DokuName;FilterTyp;Eigentuemer;UnterKlasse;Druckart;Reportgruppe;Datensort
251;IT;I;Vo_011_ordini aperte per ogni singolo incaricato;NULL;5;Vo_011_Offene Aufträge pro Sachbearbeiter einzeln;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
252;DE;I;Vo_012_Referenzliste alle LKZ ein FZG seit 2002;NULL;5;Vo_012_Referenzliste alle LKZ ein FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
252;EN;I;Vo_012_Referenzliste alle LKZ ein FZG seit 2002;NULL;5;Vo_012_Referenzliste alle LKZ ein FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
252;FR;I;"Vo_012_liste de référence tout les LKZ, tout les FZG depuis ";NULL;5;Vo_012_Referenzliste alle LKZ ein FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
252;IT;I;Vo_012_lista referenze tutte LKZ un FZG da 2002;NULL;5;Vo_012_Referenzliste alle LKZ ein FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
253;DE;I;Vo_013_Referenzliste ein LKZ ein FZG seit 2002;NULL;5;Vo_013_Referenzliste ein LKZ ein FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
253;EN;I;Vo_013_Referenzliste ein LKZ ein FZG seit 2002;NULL;5;Vo_013_Referenzliste ein LKZ ein FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
253;FR;I;Vo_013_liste de référence un LKZ un FZG depuis 2002;NULL;5;Vo_013_Referenzliste ein LKZ ein FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
253;IT;I;Vo_013_lista referenze un LKZ un FZG da 2002;NULL;5;Vo_013_Referenzliste ein LKZ ein FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
254;DE;I;Vo_014_Fakturierte Aufträge Deutschland;NULL;5;Vo_014_Fakturierte Aufträge Deutschland;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
254;EN;I;Vo_014_Fakturierte Aufträge Deutschland;NULL;5;Vo_014_Fakturierte Aufträge Deutschland;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
254;FR;I;Vo_014_commandes facturées Allemagne;NULL;5;Vo_014_Fakturierte Aufträge Deutschland;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
254;IT;I;Vo_014_ordini fatturate Germania;NULL;5;Vo_014_Fakturierte Aufträge Deutschland;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
255;DE;I;Vo_015_Entscheidungsstrukturen - Selektion SW-Nr;NULL;5;Vo_015_Entscheidungsstrukturen - Selektion SW-Nr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
255;EN;I;Vo_015_Entscheidungsstrukturen - Selektion SW-Nr;NULL;5;Vo_015_Entscheidungsstrukturen - Selektion SW-Nr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
255;FR;I;Vo_015_structure de décision- séléction no. SW;NULL;5;Vo_015_Entscheidungsstrukturen - Selektion SW-Nr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
255;IT;I;Vo_015_strutture decisioni - selezione no. SW;NULL;5;Vo_015_Entscheidungsstrukturen - Selektion SW-Nr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
256;DE;A;Selektierte Anschriften drucken;NULL;5;Vo_016_Anschriftenliste;ODBC;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
256;EN;A;Selektierte Anschriften drucken;NULL;5;Vo_016_Anschriftenliste;ODBC;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
256;FR;A;imprimer adresses sélectionées;NULL;5;Vo_016_Anschriftenliste;ODBC;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
256;IT;A;stampare indirizzi selezionati;NULL;5;Vo_016_Anschriftenliste;ODBC;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
257;DE;W;test;NULL;1;test;ODBC;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
257;EN;W;test;NULL;1;test;ODBC;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
257;FR;W;test;NULL;1;test;ODBC;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
257;IT;W;test;NULL;1;test;ODBC;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
258;DE;K;test;NULL;1;test;ODBC;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
258;EN;K;test;NULL;1;test;ODBC;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
258;FR;K;test;NULL;1;test;ODBC;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
258;IT;K;test;NULL;1;test;ODBC;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
259;DE;I;Vo_018_Entscheidungsstrukturen - Selektion Bez;NULL;5;Vo_018_Entscheidungsstrukturen - Selektion Bez;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
259;EN;I;Vo_018_Entscheidungsstrukturen - Selektion Bez;NULL;5;Vo_018_Entscheidungsstrukturen - Selektion Bez;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
259;FR;I;Vo_018_structure de décision - séléction Bez;NULL;5;Vo_018_Entscheidungsstrukturen - Selektion Bez;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
259;IT;I;Vo_018_strutture decisioni - selezione Bez;NULL;5;Vo_018_Entscheidungsstrukturen - Selektion Bez;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
260;DE;I;Auftragsbestand_Fue;NULL;2;Auftragsbestand_Fue;NULL;ma_reports;auftragsbestand_fue;start;Dummy;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
260;EN;I;Orders on hand - management meeting;NULL;2;Auftragsbestand_Fue;NULL;ma_reports;auftragsbestand_fue;start;Dummy;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
260;FR;I;contenu de commande _Fue;NULL;2;Auftragsbestand_Fue;NULL;ma_reports;auftragsbestand_fue;start;Dummy;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
260;IT;I;portafoglio ordini _Fue;NULL;2;Auftragsbestand_Fue;NULL;ma_reports;auftragsbestand_fue;start;Dummy;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
262;DE;I;Vo_022_Offene Aufträge Weisweil;NULL;5;Vo_022_Offene Aufträge Weisweil;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
262;EN;I;Vo_022_Offene Aufträge Weisweil;NULL;5;Vo_022_Offene Aufträge Weisweil;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
262;FR;I;Vo_022_commandes vacantes Weisweil;NULL;5;Vo_022_Offene Aufträge Weisweil;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
262;IT;I;Vo_022_ordini aperte Weisweil;NULL;5;Vo_022_Offene Aufträge Weisweil;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
263;DE;I;Vo_023_Referenzliste ein LKZ alle FZG seit 2002;NULL;5;Vo_023_Referenzliste ein LKZ alle FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
263;EN;I;Vo_023_Referenzliste ein LKZ alle FZG seit 2002;NULL;5;Vo_023_Referenzliste ein LKZ alle FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
263;FR;I;Vo_023_liste de référence un LKZ tout les FZG depuis 2002;NULL;5;Vo_023_Referenzliste ein LKZ alle FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
263;IT;I;Vo_023_lista referenze un LKZ tutti FZG da 2002;NULL;5;Vo_023_Referenzliste ein LKZ alle FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
264;DE;M;Auftragsblatt zur techn. Interpretation (Abgleich APDIAS);99;2;NULL;NULL;ma_apdias;auftragsblatt;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsblatt;smtext.Dokument;Auftragsblatt;2;NULL;K;NULL;NULL;NULL
264;EN;M;Techn. Interpretation (Compare with APDIAS);99;2;NULL;NULL;ma_apdias;auftragsblatt;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsblatt;smtext.Dokument;Auftragsblatt;2;NULL;K;NULL;NULL;NULL
264;FR;M;Interpretation techn. (Comparer avec APDIAS);99;2;NULL;NULL;ma_apdias;auftragsblatt;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsblatt;smtext.Dokument;Auftragsblatt;2;NULL;K;NULL;NULL;NULL
264;IT;M;interpretazione tecnica (pareggio APDIAS);99;2;NULL;NULL;ma_apdias;auftragsblatt;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsblatt;smtext.Dokument;Auftragsblatt;2;NULL;K;NULL;NULL;NULL
265;DE;I;Vo_025_Auftragsabwicklung Status;NULL;5;Vo_025_Auftragsabwicklung Status;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
265;EN;I;Vo_025_Auftragsabwicklung Status;NULL;5;Vo_025_Auftragsabwicklung Status;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
265;FR;I;Vo_025_Status exécution des commandes;NULL;5;Vo_025_Auftragsabwicklung Status;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
265;IT;I;Vo_025_stato svolgimento ordini;NULL;5;Vo_025_Auftragsabwicklung Status;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
266;DE;I;Vo_099_Test;NULL;5;Vo_099_Test;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
266;EN;I;Vo_099_Test;NULL;5;Vo_099_Test;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
266;FR;I;Vo_099_Test;NULL;5;Vo_099_Test;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
266;IT;I;Vo_099_Test;NULL;5;Vo_099_Test;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
267;DE;M;Detailkalkulation-Kosten(Rubrik);18;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationKO;2;NULL;NULL;NULL;NULL;NULL
267;EN;M;Detail Calculation (Category);18;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationKO;2;NULL;NULL;NULL;NULL;NULL
267;FR;M;Calculation de détails dépenses (Categorie);18;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationKO;2;NULL;NULL;NULL;NULL;NULL
267;IT;M;calcolo dettagliato - costi (categoria);18;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationKO;2;NULL;NULL;NULL;NULL;NULL
268;DE;W;Detailkalkulation-Kosten(Rubrik);18;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationKO;2;NULL;NULL;NULL;NULL;NULL
268;EN;W;Detail Calculation (Category);18;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationKO;2;NULL;NULL;NULL;NULL;NULL
268;FR;W;calculation de détail (Category);18;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationKO;2;NULL;NULL;NULL;NULL;NULL
268;IT;W;calcolo dettagliato - costi (categoria);18;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationKO;2;NULL;NULL;NULL;NULL;NULL
269;DE;I;Vo_027_SW-Verwendung Aufträge (Anzahl);NULL;5;Vo_027_SW-Verwendung Aufträge (Anzahl);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
269;EN;I;Vo_027_SW-Verwendung Aufträge (Anzahl);NULL;5;Vo_027_SW-Verwendung Aufträge (Anzahl);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
269;FR;I;Vo_027_commande affctation -SW(nombre);NULL;5;Vo_027_SW-Verwendung Aufträge (Anzahl);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
269;IT;I;Vo_027_SW-utilizzazione ordini (quantità);NULL;5;Vo_027_SW-Verwendung Aufträge (Anzahl);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
270;DE;I;Vo_026_Auftragseingang Statistisches Landesamt;NULL;5;Vo_026_Auftragseingang Statistisches Landesamt;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
270;EN;I;Vo_026_Auftragseingang Statistisches Landesamt;NULL;5;Vo_026_Auftragseingang Statistisches Landesamt;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
270;FR;I;Vo_026_entrée de commande administration statique;NULL;5;Vo_026_Auftragseingang Statistisches Landesamt;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
270;IT;I;Vo_026_ricevimento ordini ente federale di stato;NULL;5;Vo_026_Auftragseingang Statistisches Landesamt;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
271;DE;I;Vo_028_Angebote-Zeitraum;NULL;5;Vo_028_Angebote-Zeitraum;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
271;EN;I;Vo_028_Angebote-Zeitraum;NULL;5;Vo_028_Angebote-Zeitraum;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
271;FR;I;Vo_028_durée de l´offre;NULL;5;Vo_028_Angebote-Zeitraum;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
271;IT;I;Vo_028_offerte - periodo;NULL;5;Vo_028_Angebote-Zeitraum;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
272;DE;I;Vo_030_Aufträge_Zeitraum_Vertretung;NULL;5;Vo_030_Aufträge_Zeitraum_Vertretung;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
272;EN;I;Vo_030_Aufträge_Zeitraum_Vertretung;NULL;5;Vo_030_Aufträge_Zeitraum_Vertretung;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
272;FR;I;Vo_030_commandes_durée_représentant;NULL;5;Vo_030_Aufträge_Zeitraum_Vertretung;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
272;IT;I;Vo_030_ordini_periodo_rappresentante;NULL;5;Vo_030_Aufträge_Zeitraum_Vertretung;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
273;DE;I;Vo_031_Angebote-Zeitraum-Sachbearbeiter;NULL;5;Vo_031_Angebote-Zeitraum-Sachbearbeiter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
273;EN;I;Vo_031_Angebote-Zeitraum-Sachbearbeiter;NULL;5;Vo_031_Angebote-Zeitraum-Sachbearbeiter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
273;FR;I;Vo_031_offre_durée_résponsable dossier;NULL;5;Vo_031_Angebote-Zeitraum-Sachbearbeiter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
273;IT;I;Vo_031_offerte-periodo-incaricato;NULL;5;Vo_031_Angebote-Zeitraum-Sachbearbeiter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
274;DE;I;Vo_033_Referenzliste alle Drehleitern D seit 2002;NULL;5;Vo_033_Referenzliste alle Drehleitern D seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
274;EN;I;Vo_033_Referenzliste alle Drehleitern D seit 2002;NULL;5;Vo_033_Referenzliste alle Drehleitern D seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
274;FR;I;Vo_033_Referenzliste alle Drehleitern D seit 2002;NULL;5;Vo_033_Referenzliste alle Drehleitern D seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
274;IT;I;Vo_033_Referenzliste alle Drehleitern D seit 2002;NULL;5;Vo_033_Referenzliste alle Drehleitern D seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
275;DE;I;Vo_032_Aufträge_Zeitraum_Region;NULL;5;Vo_032_Aufträge_Zeitraum_Region;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
275;EN;I;Vo_032_Aufträge_Zeitraum_Region;NULL;5;Vo_032_Aufträge_Zeitraum_Region;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
275;FR;I;Vo_032_commandes_durée_région;NULL;5;Vo_032_Aufträge_Zeitraum_Region;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
275;IT;I;Vo_032_ordini_periodo_regione;NULL;5;Vo_032_Aufträge_Zeitraum_Region;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
276;DE;I;Vo_034_Angebote-Zeitraum-Details;NULL;5;Vo_034_Angebote-Zeitraum-Details;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
276;EN;I;Vo_034_Angebote-Zeitraum-Details;NULL;5;Vo_034_Angebote-Zeitraum-Details;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
276;FR;I;Vo_034_offres-durée-détails;NULL;5;Vo_034_Angebote-Zeitraum-Details;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
276;IT;I;Vo_034_offerte - periodo - dettagli;NULL;5;Vo_034_Angebote-Zeitraum-Details;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
277;DE;I;Vo_035_Aufträge-Zeitraum-Backoffice;NULL;5;Vo_035_Aufträge-Zeitraum-Backoffice;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
277;EN;I;Vo_035_Aufträge-Zeitraum-Backoffice;NULL;5;Vo_035_Aufträge-Zeitraum-Backoffice;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
277;FR;I;Vo_035_commandes-durée- Bureau intern;NULL;5;Vo_035_Aufträge-Zeitraum-Backoffice;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
277;IT;I;Vo_035_ordini - periodo - ufficio interno;NULL;5;Vo_035_Aufträge-Zeitraum-Backoffice;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
278;DE;I;Vo_036_Angebote-Zeitraum-Status;NULL;5;Vo_036_Angebote-Zeitraum-Status;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
278;EN;I;Vo_036_Angebote-Zeitraum-Status;NULL;5;Vo_036_Angebote-Zeitraum-Status;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
278;FR;I;Vo_036_offres-durée-status;NULL;5;Vo_036_Angebote-Zeitraum-Status;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
278;IT;I;Vo_036_offerte-periodo-stato;NULL;5;Vo_036_Angebote-Zeitraum-Status;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
279;DE;I;Vo_037_Referenzliste RW;NULL;5;Vo_037_Referenzliste RW;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
279;EN;I;Vo_037_Referenzliste RW;NULL;5;Vo_037_Referenzliste RW;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
279;FR;I;Vo_037_liste de référennce RW;NULL;5;Vo_037_Referenzliste RW;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
279;IT;I;Vo_037_lista referenze RW;NULL;5;Vo_037_Referenzliste RW;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
280;DE;I;Lotz_001_alle FZG mit Fahrgestell Iveco seit 2005;NULL;5;Lotz_001_alle FZG mit Fahrgestell Iveco seit 2005;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
280;EN;I;Lotz_001_alle FZG mit Fahrgestell Iveco seit 2005;NULL;5;Lotz_001_alle FZG mit Fahrgestell Iveco seit 2005;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
280;FR;I;Lotz_001_touts les véhicules avec châssis iveco depuis 2005;NULL;5;Lotz_001_alle FZG mit Fahrgestell Iveco seit 2005;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
280;IT;I;Lotz_001_tutti FZG con telaio Iveco da 2005;NULL;5;Lotz_001_alle FZG mit Fahrgestell Iveco seit 2005;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
281;DE;I;Lotz_002_alle FZG mit Fahrgestell DC seit 2005;NULL;5;Lotz_002_alle FZG mit Fahrgestell DC seit 2005;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
281;EN;I;Lotz_002_alle FZG mit Fahrgestell DC seit 2005;NULL;5;Lotz_002_alle FZG mit Fahrgestell DC seit 2005;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
281;FR;I;Lotz_002_touts les véhicule avec châssis DC depuis 2005;NULL;5;Lotz_002_alle FZG mit Fahrgestell DC seit 2005;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
